Name,price,rating,number of reviews,stock,url
MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3699.99,3.0 out of 5 stars,2,Only 5 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09155583T12ILIHM6KLP&url=%2FGraphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI%2Fdp%2FB09CHC18N9%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-1-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_atf
MSI GeForce RTX 3090 Trio DirectX 12 Graphics Card 24GB 384-Bit GDDR6X PCIe 4.0 HDCP Ready Tri-Frozr 2 Ampere Architecture DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1 w/ Mytrix HDMI Cable ,3499.99,3.4 out of 5 stars,5,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09062462J3N50T8KRA5F&url=%2FGeForce-Graphics-Tri-Frozr-Architecture-DisplayPort%2Fdp%2FB097YZFT5K%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-2-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_atf
"Hougfcyt 3090 Gaming Graphics Card- PCIe 4.0, 24GB GDDR6X, DisplayPort 1.4a, HDMI 2.1, 2.9-Slot, Axial-Tech Fan Design ",1666.0,1.0 out of 5 stars,1,out of stock,https://www.amazon.com/Hougfcyt-Graphics-DisplayPort-2-9-Slot-Axial-Tech/dp/B09FSWZ3HR/ref=sr_1_3?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-3
"GIGABYTE AORUS GeForce RTX 3090 Xtreme WATERFORCE WB 24G Graphics Card, WATERFORCE Water Block Cooling System, 24GB 384-bit GDDR6X, GV-N3090AORUSX WB-24GD Video Card ",3499.99,3.4 out of 5 stars,3,Only 1 left in stock - order soon.,https://www.amazon.com/GIGABYTE-GeForce-WATERFORCE-Graphics-GV-N3090AORUSX/dp/B08R5J94WP/ref=sr_1_4?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-4
MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Nvlink Torx Fan 3.0 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI Cable ,3699.99,3.0 out of 5 stars,2,Only 5 left in stock - order soon.,https://www.amazon.com/Graphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI/dp/B09CHC18N9/ref=sr_1_5?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-5
NVIDIA GeForce RTX 3090 Founders Edition Graphics Card ,2899.99,4.5 out of 5 stars,60,Only 3 left in stock - order soon.,https://www.amazon.com/NVIDIA-RTX-3090-Founders-Graphics/dp/B08HR6ZBYJ/ref=sr_1_6?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-6
MSI Ventus 3X GeForce RTX 3090 OC Graphics Card 24GB GDRR6X PCIe 4.0 x 16 Ray Tracing Ampere Architecture DLSS AI Acceleration 3X DisplayPort 1x HDMI 2.1 8K w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,Not available,no ratings,no reviews,out of stock,https://www.amazon.com/Graphics-Architecture-Acceleration-DisplayPort-Mytrix_HDMI/dp/B09CHF6R2Y/ref=sr_1_7?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-7
"ASUS ROG STRIX NVIDIA GeForce RTX 3090 Gaming Graphics Card- PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Axial-Tech Fan Design, 2.9-Slot ",Not available,4.7 out of 5 stars,183,out of stock,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-Tech-2-9-Slot/dp/B08J6GMWCQ/ref=sr_1_8?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-8
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Tri-Frozr 2 Ampere Architecture OC Graphics Card (RTX 3090 GAMING X TRIO 24G) ,Not available,4.3 out of 5 stars,67,out of stock,https://www.amazon.com/MSI-GeForce-Tri-Frozr-Architecture-Graphics/dp/B08HRBW6VB/ref=sr_1_9?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-9
MSI GeForce RTX 3090 Trio DirectX 12 Graphics Card 24GB 384-Bit GDDR6X PCIe 4.0 HDCP Ready Tri-Frozr 2 Ampere Architecture DisplayPort x 3 (v1.4a) / HDMI 2.1 x 1 w/ Mytrix HDMI Cable ,3499.99,3.4 out of 5 stars,5,Only 1 left in stock - order soon.,https://www.amazon.com/GeForce-Graphics-Tri-Frozr-Architecture-DisplayPort/dp/B097YZFT5K/ref=sr_1_10?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-10
"GIGABYTE Eagle GeForce RTX 3070 Graphics Card Rev2.0 8GB GDDR6 PCIe 4.0 x16, LHR, WINDFORCE 3X Cooling RGB Fusion 2.0, 2X HDMI 2.1 2X DisplayPort 1.4a w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",1249.99,,no reviews,Only 4 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09478622Z8RGUQCGYNTT&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09CS2YXTY%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-11-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_mtf
"ASUS TUF Gaming NVIDIA GeForce RTX 3090 OC Edition Graphics Card- PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings ",Not available,4.4 out of 5 stars,87,out of stock,https://www.amazon.com/ASUS-GeForce-Graphics-DisplayPort-Bearings/dp/B08HJGNJ81/ref=sr_1_12?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-12
MSI Gaming GeForce RTX 3090 24GB GDRR6X 384-Bit HDMI/DP Nvlink Torx Fan 3 Ampere Architecture OC Graphics Card (RTX 3090 VENTUS 3X 24G OC) ,Not available,4.4 out of 5 stars,155,out of stock,https://www.amazon.com/MSI-GeForce-RTX-3090-VENTUS/dp/B08HR9D2JS/ref=sr_1_13?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-13
"ASUS ROG Strix NVIDIA GeForce RTX 3090 White OC Edition Gaming Graphics Card (PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, White Color Scheme, Axial-tech Fan Design, 2.9-Slot, Super Alloy Power ",Not available,4.5 out of 5 stars,22,out of stock,https://www.amazon.com/ASUS-Graphics-DisplayPort-Axial-tech-2-9-Slot/dp/B08R133PYZ/ref=sr_1_14?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-14
"GIGABYTE AORUS GeForce RTX 3090 Xtreme WATERFORCE 24G Graphics Card, WATERFORCE All-in-One Cooling System, 24GB 384-bit GDDR6X, GV-N3090AORUSX W-24GD Video Card ",Not available,4.7 out of 5 stars,4,out of stock,https://www.amazon.com/GIGABYTE-GeForce-WATERFORCE-Graphics-GV-N3090AORUSX/dp/B08R5D3374/ref=sr_1_15?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-15
"GIGABYTE Eagle GeForce RTX 3070 Graphics Card Rev2.0 8GB GDDR6 PCI Express 4.0 x16, LHR, WINDFORCE 3X Cooling, RGB Fusion 2.0 3D Active Fan, 2X HDMI 2.1 2X DisplayPort 1.4a w/ Mytrix_ HDMI Cable ",1249.99,,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09480181YJMK5LQYK87&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09CS1BJW9%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-16-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_mtf
"GIGABYTE GeForce RTX 3090 Vision OC 24G Graphics Card, 3X WINDFORCE Fans, 24GB 384-bit GDDR6X, GV-N3090VISION OC-24GD Video Card ",Not available,4.2 out of 5 stars,10,out of stock,https://www.amazon.com/Cartoon-Octopus-Anti-Skid-Bedroom-Kitchen/dp/B083GS45CR/ref=sr_1_17?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-17
"Gigabyte GeForce RTX 3090 GAMING OC 24G Graphics Card, 3x WINDFORCE Fans, 24GB 384-Bit GDDR6X, GV-N3090GAMING OC-24GD Video Card ",Not available,3.9 out of 5 stars,18,out of stock,https://www.amazon.com/Gigabyte-Graphics-WINDFORCE-GV-N3090GAMING-OC-24GD/dp/B08HJRF2CN/ref=sr_1_18?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-18
"ZOTAC Gaming GeForce RTX 3090 Trinity OC 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, Spectra 2.0 RGB Lighting, ZT-A30900J-10P ",Not available,4.3 out of 5 stars,20,out of stock,https://www.amazon.com/ZOTAC-Graphics-IceStorm-Advanced-ZT-A30900J-10P/dp/B08ZL6XD9H/ref=sr_1_19?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-19
"Kdoufper ROG Strix GeForce RTX 3090 Gaming Graphics Card- PCIe 4.0, HDMI 2.1, 24GB GDDR6X, Axial-Tech Fan Design, 2.9-Slot, DisplayPort 1.4a ",1669.0,1.0 out of 5 stars,1,out of stock,https://www.amazon.com/Kdoufper-Graphics-Axial-Tech-2-9-Slot-DisplayPort/dp/B09GFX9BDZ/ref=sr_1_20?dchild=1&keywords=3090+Graphics+Card&qid=1633393848&sr=8-20
"GIGABYTE GeForce RTX 3070 OC REV2.0 Graphics Card 8G 256-bit GDDR6, PCIe 4.0 x16, 3X WINDFORCE Fans, LHR Version, RGB Fusion 2.0, 2X HDMI 2X DisplayPort w/ Mytrix_HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",1299.99,,no reviews,Only 5 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0503548LGJX0VS6HBQP&url=%2FGIGABYTE-Graphics-WINDFORCE-DisplayPort-Mytrix_HDMI%2Fdp%2FB09G96CTJ2%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-21-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_btf
"GIGABYTE Eagle GeForce RTX 3060 Ti Rev2.0 Graphics Card 8GB GDDR6 PCI Express 4.0 x16, LHR, WINDFORCE 2X Cooling RGB Fusion 2.0, 2X HDMI 2X DisplayPort w/ Mytrix_ HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",899.99,,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0409709263R8C4NO5RBX&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09DR6D4MK%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3D3090%2BGraphics%2BCard%26qid%3D1633393848%26sr%3D8-22-spons%26psc%3D1&qualifier=1633393848&id=5026503413331015&widgetName=sp_btf
ASRock Radeon RX 6900 XT Phantom Gaming D OC Graphics Card 16GB GDDR6 PCIe 4.0 AMD RDNA2 Triple Fan Polychrome SYNC 3X DisplayPort 1.4a DSC 1x HDMI 2.1VRR w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,2079.99,3.2 out of 5 stars,7,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01968767QFB4R224PK3&url=%2FASRock-Phantom-Graphics-Polychrome-DisplayPort%2Fdp%2FB093NBMV17%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1633393849%26sr%3D8-1-spons%26psc%3D1&qualifier=1633393849&id=8602805413703762&widgetName=sp_atf
"GIGABYTE Eagle GeForce RTX 3070 Graphics Card Rev2.0 8GB GDDR6 PCI Express 4.0 x16, LHR, WINDFORCE 3X Cooling, RGB Fusion 2.0 3D Active Fan, 2X HDMI 2.1 2X DisplayPort 1.4a w/ Mytrix_ HDMI Cable ",1249.99,,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09480181YJMK5LQYK87&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09CS1BJW9%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1633393849%26sr%3D8-2-spons%26psc%3D1&qualifier=1633393849&id=8602805413703762&widgetName=sp_atf
MSI Gaming Radeon RX 6900 XT Boost Clock Up to 2340 MHz 256-bit 16GB GDDR6 DP/HDMI Triple Torx 4.0 Fans FreeSync DirectX 12 VR Ready RGB Graphics Card (RX 6900 XT Gaming X Trio 16G) ,2089.0,3.7 out of 5 stars,11,out of stock,https://www.amazon.com/MSI-Gaming-6900-Trio-16G/dp/B08W2GPR62/ref=sr_1_3?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-3
AMD Radeon RX 6900 XT ,2119.99,3.3 out of 5 stars,6,out of stock,https://www.amazon.com/AMD-Radeon-RX-6900-XT/dp/B08R6M3JPS/ref=sr_1_4?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-4
Sapphire Technology Nitro+ AMD Radeon RX 6900 XT Special Edition PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 (11308-03-20G) ,1845.0,4.4 out of 5 stars,10,Only 3 left in stock - order soon.,https://www.amazon.com/Sapphire-Technology-Special-Graphics-11308-03-20G/dp/B094DYSQQL/ref=sr_1_5?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-5
"ASUS TUF Gaming AMD Radeon RX 6900 XT OC Edition Graphics Card (PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, All-Aluminum Shroud, Reinforced Frame, GPU Tweak II) ",Not available,4.8 out of 5 stars,14,out of stock,https://www.amazon.com/ASUS-Graphics-DisplayPort-All-Aluminum-Reinforced/dp/B08R81J62G/ref=sr_1_6?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-6
Sapphire Technology 11308-01-20G Nitro+ AMD Radeon RX 6900 XT PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 ,1829.99,3.9 out of 5 stars,32,Only 4 left in stock - order soon.,https://www.amazon.com/Sapphire-Technology-11308-01-20G-Radeon-Graphics/dp/B08QQFW9YS/ref=sr_1_7?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-7
"GIGABYTE AORUS Radeon RX 6900 XT Master 16G Graphics Card, MAX-Covered Cooling, 16GB 256-bit GDDR6, GV-R69XTAORUS M-16GD Video Card ",2029.0,no ratings,no reviews,Only 8 left in stock - order soon.,https://www.amazon.com/GIGABYTE-Graphics-MAX-Covered-GV-R69XTAORUS-M-16GD/dp/B083HZ3M1X/ref=sr_1_8?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-8
MSI Gaming Radeon RX 6900 XT Gaming Z Trio 16G 16GB GDDR6 256-Bit HDMI/DP Nvlink Torx Fan 4 AMD Graphics Card (RX 6900 XT Gaming Z Trio 16G) ,1899.99,,no reviews,Only 5 left in stock - order soon.,https://www.amazon.com/MSI-Radeon-RX-6900-16G/dp/B096M7NPNP/ref=sr_1_9?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-9
"PowerColor Red Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",1799.99,3.7 out of 5 stars,15,out of stock,https://www.amazon.com/PowerColor-Radeon-Ultimate-Graphics-Powered/dp/B09258PCFS/ref=sr_1_10?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-10
"GIGABYTE Eagle GeForce RTX 3070 Graphics Card Rev2.0 8GB GDDR6 PCIe 4.0 x16, LHR, WINDFORCE 3X Cooling RGB Fusion 2.0, 2X HDMI 2.1 2X DisplayPort 1.4a w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",1249.99,,no reviews,Only 4 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A09478622Z8RGUQCGYNTT&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09CS2YXTY%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1633393849%26sr%3D8-11-spons%26psc%3D1&qualifier=1633393849&id=8602805413703762&widgetName=sp_mtf
ASRock Radeon RX 6900 XT Phantom Gaming D Overclocked Graphics Card 16GB GDDR6 PCIe 4.0 AMD RDNA2 Triple Fan Polychrome SYNC 3X DisplayPort 1.4a DSC 1x HDMI 2.1VRR w/ Mytrix HDMI Cable ,Not available,3.3 out of 5 stars,2,out of stock,https://www.amazon.com/Phantom-Overclocked-Graphics-Polychrome-DisplayPort/dp/B093N3Q96N/ref=sr_1_12?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-12
"XFX Speedster MERC319 AMD Radeon RX 6900 XT Black Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 RX-69XTACBD9 ",1699.99,4.1 out of 5 stars,54,Only 19 left in stock - order soon.,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-69XTACBD9/dp/B08SVZNFWR/ref=sr_1_13?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-13
"PowerColor Red Devil AMD Radeon RX 6900 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",1699.99,4.2 out of 5 stars,65,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Q2R71CS/ref=sr_1_14?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-14
"XFX Speedster MERC319 AMD Radeon RX 6900 XT Ultra Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 RX-69XTACUD9 ",Not available,4.2 out of 5 stars,11,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-69XTACUD9/dp/B08Q9SCPGD/ref=sr_1_15?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-15
"GIGABYTE GeForce RTX 3070 OC REV2.0 Graphics Card 8G 256-bit GDDR6, PCIe 4.0 x16, 3X WINDFORCE Fans, LHR Version, RGB Fusion 2.0, 2X HDMI 2X DisplayPort w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",1299.99,1.0 out of 5 stars,3,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03907783RDRZK4P37775&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09B1DGRH4%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1633393849%26sr%3D8-16-spons%26psc%3D1&qualifier=1633393849&id=8602805413703762&widgetName=sp_mtf
"ASUS ROG Strix LC AMD Radeon RX 6900 XT TOP Edition Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Full-coverage cold plate, 240mm radiator, 600mm tubing) ",2397.83,4.6 out of 5 stars,3,Only 3 left in stock - order soon.,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-coverage-radiator/dp/B0966YJGLT/ref=sr_1_17?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-17
"PowerColor Liquid Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",2299.99,5.0 out of 5 stars,1,out of stock,https://www.amazon.com/PowerColor-Liquid-Ultimate-Graphics-Powered/dp/B09257F463/ref=sr_1_18?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-18
ASRock Radeon RX 6900 XT Phantom Gaming D OC Graphics Card 16GB GDDR6 PCIe 4.0 AMD RDNA2 Triple Fan Polychrome SYNC 3X DisplayPort 1.4a DSC 1x HDMI 2.1VRR w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,2079.99,3.2 out of 5 stars,7,Only 1 left in stock - order soon.,https://www.amazon.com/ASRock-Phantom-Graphics-Polychrome-DisplayPort/dp/B093NBMV17/ref=sr_1_19?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-19
XFX Speedster MERC319 AMD Radeon RX 6800 XT CORE Gaming Graphics Card with 16GB GDDR6 HDMI 3xDP RX-68XTALFD9 ,1499.99,4.2 out of 5 stars,38,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-68XTALFD9/dp/B08TJ2BHCQ/ref=sr_1_20?dchild=1&keywords=Radeon+RX+6900+XT&qid=1633393849&sr=8-20
XFX Radeon Rx Vega 56 8GB 3xDP HDMI Graphic Cards RX-VEGMLBFX6 (Renewed) ,999.99,2.0 out of 5 stars,1,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A02148299C4UUKF2JUX&url=%2FXFX-Radeon-Graphic-RX-VEGMLBFX6-Renewed%2Fdp%2FB094YXHS1W%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1633393849%26sr%3D8-21-spons%26psc%3D1&qualifier=1633393849&id=8602805413703762&widgetName=sp_btf
"Gigabyte GeForce RTX 3070 OC Edition Graphics Card 8GB 256-bit GDDR6 PCI Express 4.0, Protection Metal Back Plate 3X WINDFORCE Fans 2X HDMI 2.1 2X DisplayPort 1.4a w/ Mytrix_HDMI Cable ",1609.99,,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A071978539SLPVTL6FIKC&url=%2FGigabyte-Protection-WINDFORCE-DisplayPort-Mytrix_HDMI%2Fdp%2FB09DR8C9B8%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3DRadeon%2BRX%2B6900%2BXT%26qid%3D1633393849%26sr%3D8-22-spons%26psc%3D1%26smid%3DA1Z8HN9APE8NTZ&qualifier=1633393849&id=8602805413703762&widgetName=sp_btf
XFX Radeon Rx Vega 56 8GB 3xDP HDMI Graphic Cards RX-VEGMLBFX6 (Renewed) ,999.99,2.0 out of 5 stars,1,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A02148299C4UUKF2JUX&url=%2FXFX-Radeon-Graphic-RX-VEGMLBFX6-Renewed%2Fdp%2FB094YXHS1W%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-1-spons%26psc%3D1&qualifier=1633393850&id=5616857802422762&widgetName=sp_atf
XFX Speedster MERC319 Radeon RX 6800XT Black 16GB GDDR6 HDMI DisplayPort USB-C PCIe 4.0 Gaming Graphics Card RX-68XTACBD9 ,1499.99,4.7 out of 5 stars,70,out of stock,https://www.amazon.com/XFX-Speedster-DisplayPort-Graphics-RX-68XTACBD9/dp/B08NX14LV1/ref=sr_1_2?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-2
XFX Speedster MERC319 AMD Radeon RX 6800 XT CORE Gaming Graphics Card with 16GB GDDR6 HDMI 3xDP RX-68XTALFD9 ,1499.99,4.2 out of 5 stars,38,out of stock,https://www.amazon.com/XFX-Speedster-MERC319-Graphics-RX-68XTALFD9/dp/B08TJ2BHCQ/ref=sr_1_3?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-3
"PowerColor Red Devil AMD Radeon RX 6800 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",1489.99,4.3 out of 5 stars,60,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08T9H18TJ/ref=sr_1_4?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-4
"GIGABYTE AMD Radeon RX 6800 XT Gaming OC 16G Graphics Card, 16GB of GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1, WINDFORCE 3X Cooling System, GV-R68XTGAMING OC-16GD ",Not available,4.4 out of 5 stars,19,out of stock,https://www.amazon.com/GIGABYTE-Graphics-Powered-WINDFORCE-GV-R68XTGAMING/dp/B08PFX6PZ6/ref=sr_1_5?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-5
"ASUS TUF Gaming AMD Radeon RX 6800 XT OC Edition Graphics Card (PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, All-Aluminum Shroud, Reinforced Frame, GPU Tweak II) ",1649.95,4.0 out of 5 stars,12,Only 10 left in stock - order soon.,https://www.amazon.com/ASUS-Graphics-DisplayPort-All-Aluminum-Reinforced/dp/B08P3ZN62G/ref=sr_1_6?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-6
"AORUS Radeon RX 6800 XT Master 16G Graphics Card, MAX-Covered Cooling, 16GB 256-bit GDDR6, GV-R68XTAORUS M-16GD Video Card ",Not available,5.0 out of 5 stars,4,out of stock,https://www.amazon.com/Beautiful-African-Anti-Skid-Bedroom-Kitchen/dp/B083GT6Q25/ref=sr_1_7?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-7
